orig_names_21,plot_name_21,date,geography,geography_code,Rural_Urban,total_pop,value,cob_region,cob,percs
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Barking and Dagenham,E09000002,Total,185911,215,Europe,Spain,0.12
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Barnet,E09000003,Total,356386,1086,Europe,Spain,0.3
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Bexley,E09000004,Total,231997,232,Europe,Spain,0.1
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Brent,E09000005,Total,311215,1447,Europe,Spain,0.46
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Bromley,E09000006,Total,309392,500,Europe,Spain,0.16
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Croydon,E09000008,Total,363378,740,Europe,Spain,0.2
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Ealing,E09000009,Total,338449,1270,Europe,Spain,0.38
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Enfield,E09000010,Total,312466,541,Europe,Spain,0.17
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Greenwich,E09000011,Total,254557,590,Europe,Spain,0.23
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Harrow,E09000015,Total,239056,412,Europe,Spain,0.17
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Havering,E09000016,Total,237232,233,Europe,Spain,0.1
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Hillingdon,E09000017,Total,273936,500,Europe,Spain,0.18
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Hounslow,E09000018,Total,253957,786,Europe,Spain,0.31
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Kingston upon Thames,E09000021,Total,160060,527,Europe,Spain,0.33
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Merton,E09000024,Total,199693,704,Europe,Spain,0.35
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Redbridge,E09000026,Total,278970,361,Europe,Spain,0.13
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Richmond upon Thames,E09000027,Total,186990,677,Europe,Spain,0.36
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Sutton,E09000029,Total,190146,387,Europe,Spain,0.2
Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),Spain,2011,Waltham Forest,E09000031,Total,258249,753,Europe,Spain,0.29
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Camden,E09000007,Total,220338,5894,Europe,Other Europe non-EU,2.67
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,City of London,E09000001,Total,7375,162,Europe,Other Europe non-EU,2.2
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Hackney,E09000012,Total,246270,2774,Europe,Other Europe non-EU,1.13
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Hammersmith and Fulham,E09000013,Total,182493,3677,Europe,Other Europe non-EU,2.01
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Haringey,E09000014,Total,254926,4375,Europe,Other Europe non-EU,1.72
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Islington,E09000019,Total,206125,3275,Europe,Other Europe non-EU,1.59
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Kensington and Chelsea,E09000020,Total,158649,4786,Europe,Other Europe non-EU,3.02
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Lambeth,E09000022,Total,303086,2745,Europe,Other Europe non-EU,0.91
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Lewisham,E09000023,Total,275885,3377,Europe,Other Europe non-EU,1.22
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Newham,E09000025,Total,307984,2908,Europe,Other Europe non-EU,0.94
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Southwark,E09000028,Total,288283,3250,Europe,Other Europe non-EU,1.13
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Tower Hamlets,E09000030,Total,254096,3061,Europe,Other Europe non-EU,1.2
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Wandsworth,E09000032,Total,306995,3523,Europe,Other Europe non-EU,1.15
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Westminster,E09000033,Total,219396,6900,Europe,Other Europe non-EU,3.14
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Barking and Dagenham,E09000002,Total,185911,2642,Europe,Other Europe non-EU,1.42
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Barnet,E09000003,Total,356386,5799,Europe,Other Europe non-EU,1.63
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Bexley,E09000004,Total,231997,979,Europe,Other Europe non-EU,0.42
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Brent,E09000005,Total,311215,3184,Europe,Other Europe non-EU,1.02
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Bromley,E09000006,Total,309392,1923,Europe,Other Europe non-EU,0.62
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Croydon,E09000008,Total,363378,1958,Europe,Other Europe non-EU,0.54
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Ealing,E09000009,Total,338449,4455,Europe,Other Europe non-EU,1.32
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Enfield,E09000010,Total,312466,4320,Europe,Other Europe non-EU,1.38
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Greenwich,E09000011,Total,254557,2695,Europe,Other Europe non-EU,1.06
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Harrow,E09000015,Total,239056,1827,Europe,Other Europe non-EU,0.76
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Havering,E09000016,Total,237232,898,Europe,Other Europe non-EU,0.38
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Hillingdon,E09000017,Total,273936,1839,Europe,Other Europe non-EU,0.67
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Hounslow,E09000018,Total,253957,2612,Europe,Other Europe non-EU,1.03
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Kingston upon Thames,E09000021,Total,160060,1644,Europe,Other Europe non-EU,1.03
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Merton,E09000024,Total,199693,2001,Europe,Other Europe non-EU,1
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Redbridge,E09000026,Total,278970,2499,Europe,Other Europe non-EU,0.9
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Richmond upon Thames,E09000027,Total,186990,2328,Europe,Other Europe non-EU,1.24
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Sutton,E09000029,Total,190146,1080,Europe,Other Europe non-EU,0.57
Europe: Other Europe: Rest of Europe: Other Europe,Other Europe non-EU,2011,Waltham Forest,E09000031,Total,258249,2768,Europe,Other Europe non-EU,1.07
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Camden,E09000007,Total,220338,799,Europe,Turkey,0.36
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,City of London,E09000001,Total,7375,19,Europe,Turkey,0.26
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Hackney,E09000012,Total,246270,8982,Europe,Turkey,3.65
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Hammersmith and Fulham,E09000013,Total,182493,643,Europe,Turkey,0.35
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Haringey,E09000014,Total,254926,10096,Europe,Turkey,3.96
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Islington,E09000019,Total,206125,3777,Europe,Turkey,1.83
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Kensington and Chelsea,E09000020,Total,158649,869,Europe,Turkey,0.55
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Lambeth,E09000022,Total,303086,595,Europe,Turkey,0.2
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Lewisham,E09000023,Total,275885,1294,Europe,Turkey,0.47
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Newham,E09000025,Total,307984,664,Europe,Turkey,0.22
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Southwark,E09000028,Total,288283,1123,Europe,Turkey,0.39
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Tower Hamlets,E09000030,Total,254096,1005,Europe,Turkey,0.4
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Wandsworth,E09000032,Total,306995,795,Europe,Turkey,0.26
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Westminster,E09000033,Total,219396,1056,Europe,Turkey,0.48
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Barking and Dagenham,E09000002,Total,185911,573,Europe,Turkey,0.31
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Barnet,E09000003,Total,356386,1952,Europe,Turkey,0.55
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Bexley,E09000004,Total,231997,402,Europe,Turkey,0.17
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Brent,E09000005,Total,311215,372,Europe,Turkey,0.12
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Bromley,E09000006,Total,309392,570,Europe,Turkey,0.18
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Croydon,E09000008,Total,363378,1382,Europe,Turkey,0.38
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Ealing,E09000009,Total,338449,449,Europe,Turkey,0.13
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Enfield,E09000010,Total,312466,13968,Europe,Turkey,4.47
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Greenwich,E09000011,Total,254557,924,Europe,Turkey,0.36
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Harrow,E09000015,Total,239056,385,Europe,Turkey,0.16
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Havering,E09000016,Total,237232,323,Europe,Turkey,0.14
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Hillingdon,E09000017,Total,273936,403,Europe,Turkey,0.15
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Hounslow,E09000018,Total,253957,413,Europe,Turkey,0.16
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Kingston upon Thames,E09000021,Total,160060,338,Europe,Turkey,0.21
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Merton,E09000024,Total,199693,469,Europe,Turkey,0.23
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Redbridge,E09000026,Total,278970,889,Europe,Turkey,0.32
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Richmond upon Thames,E09000027,Total,186990,387,Europe,Turkey,0.21
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Sutton,E09000029,Total,190146,401,Europe,Turkey,0.21
Europe: Other Europe: Rest of Europe: Turkey,Turkey,2011,Waltham Forest,E09000031,Total,258249,3279,Europe,Turkey,1.27
Europe: United Kingdom: England,England,2011,Camden,E09000007,Total,220338,119565,Europe,England,54.26
Europe: United Kingdom: England,England,2011,City of London,E09000001,Total,7375,4285,Europe,England,58.1
Europe: United Kingdom: England,England,2011,Hackney,E09000012,Total,246270,143932,Europe,England,58.44
Europe: United Kingdom: England,England,2011,Hammersmith and Fulham,E09000013,Total,182493,98491,Europe,England,53.97
Europe: United Kingdom: England,England,2011,Haringey,E09000014,Total,254926,134982,Europe,England,52.95
Europe: United Kingdom: England,England,2011,Islington,E09000019,Total,206125,125879,Europe,England,61.07
Europe: United Kingdom: England,England,2011,Kensington and Chelsea,E09000020,Total,158649,72290,Europe,England,45.57
Europe: United Kingdom: England,England,2011,Lambeth,E09000022,Total,303086,176174,Europe,England,58.13
Europe: United Kingdom: England,England,2011,Lewisham,E09000023,Total,275885,176527,Europe,England,63.99
Europe: United Kingdom: England,England,2011,Newham,E09000025,Total,307984,139820,Europe,England,45.4
Europe: United Kingdom: England,England,2011,Southwark,E09000028,Total,288283,166947,Europe,England,57.91
Europe: United Kingdom: England,England,2011,Tower Hamlets,E09000030,Total,254096,138710,Europe,England,54.59
Europe: United Kingdom: England,England,2011,Wandsworth,E09000032,Total,306995,187383,Europe,England,61.04
Europe: United Kingdom: England,England,2011,Westminster,E09000033,Total,219396,96387,Europe,England,43.93
Europe: United Kingdom: England,England,2011,Barking and Dagenham,E09000002,Total,185911,126792,Europe,England,68.2
Europe: United Kingdom: England,England,2011,Barnet,E09000003,Total,356386,211249,Europe,England,59.28
Europe: United Kingdom: England,England,2011,Bexley,E09000004,Total,231997,195881,Europe,England,84.43
Europe: United Kingdom: England,England,2011,Brent,E09000005,Total,311215,135712,Europe,England,43.61
Europe: United Kingdom: England,England,2011,Bromley,E09000006,Total,309392,257039,Europe,England,83.08
Europe: United Kingdom: England,England,2011,Croydon,E09000008,Total,363378,249667,Europe,England,68.71
Europe: United Kingdom: England,England,2011,Ealing,E09000009,Total,338449,168302,Europe,England,49.73
Europe: United Kingdom: England,England,2011,Enfield,E09000010,Total,312466,198645,Europe,England,63.57
Europe: United Kingdom: England,England,2011,Greenwich,E09000011,Total,254557,170208,Europe,England,66.86
Europe: United Kingdom: England,England,2011,Harrow,E09000015,Total,239056,128424,Europe,England,53.72
Europe: United Kingdom: England,England,2011,Havering,E09000016,Total,237232,209666,Europe,England,88.38
Europe: United Kingdom: England,England,2011,Hillingdon,E09000017,Total,273936,186308,Europe,England,68.01
Europe: United Kingdom: England,England,2011,Hounslow,E09000018,Total,253957,139124,Europe,England,54.78
Europe: United Kingdom: England,England,2011,Kingston upon Thames,E09000021,Total,160060,110113,Europe,England,68.79
Europe: United Kingdom: England,England,2011,Merton,E09000024,Total,199693,119465,Europe,England,59.82
Europe: United Kingdom: England,England,2011,Redbridge,E09000026,Total,278970,172349,Europe,England,61.78
Europe: United Kingdom: England,England,2011,Richmond upon Thames,E09000027,Total,186990,133657,Europe,England,71.48
Europe: United Kingdom: England,England,2011,Sutton,E09000029,Total,190146,148527,Europe,England,78.11
Europe: United Kingdom: England,England,2011,Waltham Forest,E09000031,Total,258249,154572,Europe,England,59.85
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Camden,E09000007,Total,220338,50,Europe,Great Britain not otherwise specified,0.02
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,City of London,E09000001,Total,7375,0,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Hackney,E09000012,Total,246270,25,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Hammersmith and Fulham,E09000013,Total,182493,6,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Haringey,E09000014,Total,254926,30,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Islington,E09000019,Total,206125,8,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Kensington and Chelsea,E09000020,Total,158649,16,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Lambeth,E09000022,Total,303086,30,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Lewisham,E09000023,Total,275885,24,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Newham,E09000025,Total,307984,25,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Southwark,E09000028,Total,288283,18,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Tower Hamlets,E09000030,Total,254096,16,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Wandsworth,E09000032,Total,306995,14,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Westminster,E09000033,Total,219396,28,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Barking and Dagenham,E09000002,Total,185911,13,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Barnet,E09000003,Total,356386,9,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Bexley,E09000004,Total,231997,11,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Brent,E09000005,Total,311215,29,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Bromley,E09000006,Total,309392,10,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Croydon,E09000008,Total,363378,30,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Ealing,E09000009,Total,338449,17,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Enfield,E09000010,Total,312466,15,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Greenwich,E09000011,Total,254557,18,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Harrow,E09000015,Total,239056,11,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Havering,E09000016,Total,237232,6,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Hillingdon,E09000017,Total,273936,5,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Hounslow,E09000018,Total,253957,10,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Kingston upon Thames,E09000021,Total,160060,6,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Merton,E09000024,Total,199693,16,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Redbridge,E09000026,Total,278970,20,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Richmond upon Thames,E09000027,Total,186990,4,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Sutton,E09000029,Total,190146,4,Europe,Great Britain not otherwise specified,0
Europe: United Kingdom: Great Britain not otherwise specified,Great Britain not otherwise specified,2011,Waltham Forest,E09000031,Total,258249,20,Europe,Great Britain not otherwise specified,0.01
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Camden,E09000007,Total,220338,1309,Europe,Northern Ireland,0.59
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,City of London,E09000001,Total,7375,68,Europe,Northern Ireland,0.92
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Hackney,E09000012,Total,246270,1185,Europe,Northern Ireland,0.48
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Hammersmith and Fulham,E09000013,Total,182493,1168,Europe,Northern Ireland,0.64
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Haringey,E09000014,Total,254926,1213,Europe,Northern Ireland,0.48
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Islington,E09000019,Total,206125,1502,Europe,Northern Ireland,0.73
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Kensington and Chelsea,E09000020,Total,158649,734,Europe,Northern Ireland,0.46
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Lambeth,E09000022,Total,303086,1698,Europe,Northern Ireland,0.56
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Lewisham,E09000023,Total,275885,1212,Europe,Northern Ireland,0.44
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Newham,E09000025,Total,307984,500,Europe,Northern Ireland,0.16
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Southwark,E09000028,Total,288283,1462,Europe,Northern Ireland,0.51
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Tower Hamlets,E09000030,Total,254096,1124,Europe,Northern Ireland,0.44
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Wandsworth,E09000032,Total,306995,1934,Europe,Northern Ireland,0.63
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Westminster,E09000033,Total,219396,1037,Europe,Northern Ireland,0.47
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Barking and Dagenham,E09000002,Total,185911,323,Europe,Northern Ireland,0.17
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Barnet,E09000003,Total,356386,1247,Europe,Northern Ireland,0.35
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Bexley,E09000004,Total,231997,563,Europe,Northern Ireland,0.24
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Brent,E09000005,Total,311215,999,Europe,Northern Ireland,0.32
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Bromley,E09000006,Total,309392,1112,Europe,Northern Ireland,0.36
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Croydon,E09000008,Total,363378,998,Europe,Northern Ireland,0.27
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Ealing,E09000009,Total,338449,1378,Europe,Northern Ireland,0.41
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Enfield,E09000010,Total,312466,826,Europe,Northern Ireland,0.26
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Greenwich,E09000011,Total,254557,1054,Europe,Northern Ireland,0.41
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Harrow,E09000015,Total,239056,680,Europe,Northern Ireland,0.28
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Havering,E09000016,Total,237232,524,Europe,Northern Ireland,0.22
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Hillingdon,E09000017,Total,273936,992,Europe,Northern Ireland,0.36
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Hounslow,E09000018,Total,253957,888,Europe,Northern Ireland,0.35
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Kingston upon Thames,E09000021,Total,160060,801,Europe,Northern Ireland,0.5
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Merton,E09000024,Total,199693,904,Europe,Northern Ireland,0.45
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Redbridge,E09000026,Total,278970,653,Europe,Northern Ireland,0.23
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Richmond upon Thames,E09000027,Total,186990,1308,Europe,Northern Ireland,0.7
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Sutton,E09000029,Total,190146,637,Europe,Northern Ireland,0.34
Europe: United Kingdom: Northern Ireland,Northern Ireland,2011,Waltham Forest,E09000031,Total,258249,741,Europe,Northern Ireland,0.29
Europe: United Kingdom: Scotland,Scotland,2011,Camden,E09000007,Total,220338,3708,Europe,Scotland,1.68
Europe: United Kingdom: Scotland,Scotland,2011,City of London,E09000001,Total,7375,204,Europe,Scotland,2.77
Europe: United Kingdom: Scotland,Scotland,2011,Hackney,E09000012,Total,246270,3132,Europe,Scotland,1.27
Europe: United Kingdom: Scotland,Scotland,2011,Hammersmith and Fulham,E09000013,Total,182493,3128,Europe,Scotland,1.71
Europe: United Kingdom: Scotland,Scotland,2011,Haringey,E09000014,Total,254926,3054,Europe,Scotland,1.2
Europe: United Kingdom: Scotland,Scotland,2011,Islington,E09000019,Total,206125,3736,Europe,Scotland,1.81
Europe: United Kingdom: Scotland,Scotland,2011,Kensington and Chelsea,E09000020,Total,158649,2536,Europe,Scotland,1.6
Europe: United Kingdom: Scotland,Scotland,2011,Lambeth,E09000022,Total,303086,4565,Europe,Scotland,1.51
Europe: United Kingdom: Scotland,Scotland,2011,Lewisham,E09000023,Total,275885,3180,Europe,Scotland,1.15
Europe: United Kingdom: Scotland,Scotland,2011,Newham,E09000025,Total,307984,1322,Europe,Scotland,0.43
Europe: United Kingdom: Scotland,Scotland,2011,Southwark,E09000028,Total,288283,3858,Europe,Scotland,1.34
Europe: United Kingdom: Scotland,Scotland,2011,Tower Hamlets,E09000030,Total,254096,3074,Europe,Scotland,1.21
Europe: United Kingdom: Scotland,Scotland,2011,Wandsworth,E09000032,Total,306995,5596,Europe,Scotland,1.82
Europe: United Kingdom: Scotland,Scotland,2011,Westminster,E09000033,Total,219396,3203,Europe,Scotland,1.46
Europe: United Kingdom: Scotland,Scotland,2011,Barking and Dagenham,E09000002,Total,185911,793,Europe,Scotland,0.43
Europe: United Kingdom: Scotland,Scotland,2011,Barnet,E09000003,Total,356386,3280,Europe,Scotland,0.92
Europe: United Kingdom: Scotland,Scotland,2011,Bexley,E09000004,Total,231997,1785,Europe,Scotland,0.77
Europe: United Kingdom: Scotland,Scotland,2011,Brent,E09000005,Total,311215,1838,Europe,Scotland,0.59
Europe: United Kingdom: Scotland,Scotland,2011,Bromley,E09000006,Total,309392,4070,Europe,Scotland,1.32
Europe: United Kingdom: Scotland,Scotland,2011,Croydon,E09000008,Total,363378,3201,Europe,Scotland,0.88
Europe: United Kingdom: Scotland,Scotland,2011,Ealing,E09000009,Total,338449,3207,Europe,Scotland,0.95
Europe: United Kingdom: Scotland,Scotland,2011,Enfield,E09000010,Total,312466,2119,Europe,Scotland,0.68
Europe: United Kingdom: Scotland,Scotland,2011,Greenwich,E09000011,Total,254557,2770,Europe,Scotland,1.09
Europe: United Kingdom: Scotland,Scotland,2011,Harrow,E09000015,Total,239056,1591,Europe,Scotland,0.67
Europe: United Kingdom: Scotland,Scotland,2011,Havering,E09000016,Total,237232,1575,Europe,Scotland,0.66
Europe: United Kingdom: Scotland,Scotland,2011,Hillingdon,E09000017,Total,273936,2570,Europe,Scotland,0.94
Europe: United Kingdom: Scotland,Scotland,2011,Hounslow,E09000018,Total,253957,2410,Europe,Scotland,0.95
