orig_names_21,plot_name_21,date,geography,geography_code,Rural_Urban,total_pop,value,cob_region,cob,percs
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Camden,E09000007,Total,220338,1730,Middle East and Asia,Philippines,0.79
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,City of London,E09000001,Total,7375,36,Middle East and Asia,Philippines,0.49
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Hackney,E09000012,Total,246270,582,Middle East and Asia,Philippines,0.24
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Hammersmith and Fulham,E09000013,Total,182493,2192,Middle East and Asia,Philippines,1.2
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Haringey,E09000014,Total,254926,1105,Middle East and Asia,Philippines,0.43
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Islington,E09000019,Total,206125,760,Middle East and Asia,Philippines,0.37
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Kensington and Chelsea,E09000020,Total,158649,2532,Middle East and Asia,Philippines,1.6
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Lambeth,E09000022,Total,303086,1354,Middle East and Asia,Philippines,0.45
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Lewisham,E09000023,Total,275885,585,Middle East and Asia,Philippines,0.21
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Newham,E09000025,Total,307984,4192,Middle East and Asia,Philippines,1.36
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Southwark,E09000028,Total,288283,1427,Middle East and Asia,Philippines,0.49
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Tower Hamlets,E09000030,Total,254096,637,Middle East and Asia,Philippines,0.25
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Wandsworth,E09000032,Total,306995,2138,Middle East and Asia,Philippines,0.7
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Westminster,E09000033,Total,219396,2275,Middle East and Asia,Philippines,1.04
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Barking and Dagenham,E09000002,Total,185911,1003,Middle East and Asia,Philippines,0.54
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Barnet,E09000003,Total,356386,2825,Middle East and Asia,Philippines,0.79
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Bexley,E09000004,Total,231997,280,Middle East and Asia,Philippines,0.12
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Brent,E09000005,Total,311215,3564,Middle East and Asia,Philippines,1.15
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Bromley,E09000006,Total,309392,721,Middle East and Asia,Philippines,0.23
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Croydon,E09000008,Total,363378,1150,Middle East and Asia,Philippines,0.32
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Ealing,E09000009,Total,338449,1644,Middle East and Asia,Philippines,0.49
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Enfield,E09000010,Total,312466,1012,Middle East and Asia,Philippines,0.32
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Greenwich,E09000011,Total,254557,548,Middle East and Asia,Philippines,0.22
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Harrow,E09000015,Total,239056,789,Middle East and Asia,Philippines,0.33
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Havering,E09000016,Total,237232,759,Middle East and Asia,Philippines,0.32
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Hillingdon,E09000017,Total,273936,1142,Middle East and Asia,Philippines,0.42
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Hounslow,E09000018,Total,253957,2027,Middle East and Asia,Philippines,0.8
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Kingston upon Thames,E09000021,Total,160060,735,Middle East and Asia,Philippines,0.46
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Merton,E09000024,Total,199693,1124,Middle East and Asia,Philippines,0.56
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Redbridge,E09000026,Total,278970,660,Middle East and Asia,Philippines,0.24
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Richmond upon Thames,E09000027,Total,186990,422,Middle East and Asia,Philippines,0.23
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Sutton,E09000029,Total,190146,1016,Middle East and Asia,Philippines,0.53
Middle East and Asia: South-East Asia: Philippines,Philippines,2011,Waltham Forest,E09000031,Total,258249,1233,Middle East and Asia,Philippines,0.48
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Camden,E09000007,Total,220338,5947,Middle East and Asia,Bangladesh,2.7
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,City of London,E09000001,Total,7375,98,Middle East and Asia,Bangladesh,1.33
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Hackney,E09000012,Total,246270,2659,Middle East and Asia,Bangladesh,1.08
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Hammersmith and Fulham,E09000013,Total,182493,500,Middle East and Asia,Bangladesh,0.27
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Haringey,E09000014,Total,254926,2264,Middle East and Asia,Bangladesh,0.89
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Islington,E09000019,Total,206125,2160,Middle East and Asia,Bangladesh,1.05
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Kensington and Chelsea,E09000020,Total,158649,428,Middle East and Asia,Bangladesh,0.27
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Lambeth,E09000022,Total,303086,1086,Middle East and Asia,Bangladesh,0.36
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Lewisham,E09000023,Total,275885,716,Middle East and Asia,Bangladesh,0.26
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Newham,E09000025,Total,307984,20945,Middle East and Asia,Bangladesh,6.8
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Southwark,E09000028,Total,288283,1936,Middle East and Asia,Bangladesh,0.67
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Tower Hamlets,E09000030,Total,254096,38877,Middle East and Asia,Bangladesh,15.3
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Wandsworth,E09000032,Total,306995,759,Middle East and Asia,Bangladesh,0.25
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Westminster,E09000033,Total,219396,2916,Middle East and Asia,Bangladesh,1.33
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Barking and Dagenham,E09000002,Total,185911,3560,Middle East and Asia,Bangladesh,1.91
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Barnet,E09000003,Total,356386,1119,Middle East and Asia,Bangladesh,0.31
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Bexley,E09000004,Total,231997,390,Middle East and Asia,Bangladesh,0.17
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Brent,E09000005,Total,311215,875,Middle East and Asia,Bangladesh,0.28
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Bromley,E09000006,Total,309392,618,Middle East and Asia,Bangladesh,0.2
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Croydon,E09000008,Total,363378,1179,Middle East and Asia,Bangladesh,0.32
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Ealing,E09000009,Total,338449,997,Middle East and Asia,Bangladesh,0.29
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Enfield,E09000010,Total,312466,2849,Middle East and Asia,Bangladesh,0.91
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Greenwich,E09000011,Total,254557,836,Middle East and Asia,Bangladesh,0.33
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Harrow,E09000015,Total,239056,700,Middle East and Asia,Bangladesh,0.29
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Havering,E09000016,Total,237232,512,Middle East and Asia,Bangladesh,0.22
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Hillingdon,E09000017,Total,273936,1352,Middle East and Asia,Bangladesh,0.49
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Hounslow,E09000018,Total,253957,1137,Middle East and Asia,Bangladesh,0.45
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Kingston upon Thames,E09000021,Total,160060,444,Middle East and Asia,Bangladesh,0.28
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Merton,E09000024,Total,199693,1128,Middle East and Asia,Bangladesh,0.56
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Redbridge,E09000026,Total,278970,7225,Middle East and Asia,Bangladesh,2.59
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Richmond upon Thames,E09000027,Total,186990,473,Middle East and Asia,Bangladesh,0.25
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Sutton,E09000029,Total,190146,567,Middle East and Asia,Bangladesh,0.3
Middle East and Asia: Southern Asia: Bangladesh,Bangladesh,2011,Waltham Forest,E09000031,Total,258249,2696,Middle East and Asia,Bangladesh,1.04
Middle East and Asia: Southern Asia: India,India,2011,Camden,E09000007,Total,220338,2667,Middle East and Asia,India,1.21
Middle East and Asia: Southern Asia: India,India,2011,City of London,E09000001,Total,7375,105,Middle East and Asia,India,1.42
Middle East and Asia: Southern Asia: India,India,2011,Hackney,E09000012,Total,246270,2955,Middle East and Asia,India,1.2
Middle East and Asia: Southern Asia: India,India,2011,Hammersmith and Fulham,E09000013,Total,182493,1657,Middle East and Asia,India,0.91
Middle East and Asia: Southern Asia: India,India,2011,Haringey,E09000014,Total,254926,2531,Middle East and Asia,India,0.99
Middle East and Asia: Southern Asia: India,India,2011,Islington,E09000019,Total,206125,1424,Middle East and Asia,India,0.69
Middle East and Asia: Southern Asia: India,India,2011,Kensington and Chelsea,E09000020,Total,158649,1521,Middle East and Asia,India,0.96
Middle East and Asia: Southern Asia: India,India,2011,Lambeth,E09000022,Total,303086,2261,Middle East and Asia,India,0.75
Middle East and Asia: Southern Asia: India,India,2011,Lewisham,E09000023,Total,275885,2609,Middle East and Asia,India,0.95
Middle East and Asia: Southern Asia: India,India,2011,Newham,E09000025,Total,307984,26807,Middle East and Asia,India,8.7
Middle East and Asia: Southern Asia: India,India,2011,Southwark,E09000028,Total,288283,2744,Middle East and Asia,India,0.95
Middle East and Asia: Southern Asia: India,India,2011,Tower Hamlets,E09000030,Total,254096,3889,Middle East and Asia,India,1.53
Middle East and Asia: Southern Asia: India,India,2011,Wandsworth,E09000032,Total,306995,4137,Middle East and Asia,India,1.35
Middle East and Asia: Southern Asia: India,India,2011,Westminster,E09000033,Total,219396,3928,Middle East and Asia,India,1.79
Middle East and Asia: Southern Asia: India,India,2011,Barking and Dagenham,E09000002,Total,185911,4364,Middle East and Asia,India,2.35
Middle East and Asia: Southern Asia: India,India,2011,Barnet,E09000003,Total,356386,10912,Middle East and Asia,India,3.06
Middle East and Asia: Southern Asia: India,India,2011,Bexley,E09000004,Total,231997,3403,Middle East and Asia,India,1.47
Middle East and Asia: Southern Asia: India,India,2011,Brent,E09000005,Total,311215,28548,Middle East and Asia,India,9.17
Middle East and Asia: Southern Asia: India,India,2011,Bromley,E09000006,Total,309392,3474,Middle East and Asia,India,1.12
Middle East and Asia: Southern Asia: India,India,2011,Croydon,E09000008,Total,363378,13220,Middle East and Asia,India,3.64
Middle East and Asia: Southern Asia: India,India,2011,Ealing,E09000009,Total,338449,25820,Middle East and Asia,India,7.63
Middle East and Asia: Southern Asia: India,India,2011,Enfield,E09000010,Total,312466,4186,Middle East and Asia,India,1.34
Middle East and Asia: Southern Asia: India,India,2011,Greenwich,E09000011,Total,254557,4367,Middle East and Asia,India,1.72
Middle East and Asia: Southern Asia: India,India,2011,Harrow,E09000015,Total,239056,21539,Middle East and Asia,India,9.01
Middle East and Asia: Southern Asia: India,India,2011,Havering,E09000016,Total,237232,2301,Middle East and Asia,India,0.97
Middle East and Asia: Southern Asia: India,India,2011,Hillingdon,E09000017,Total,273936,15617,Middle East and Asia,India,5.7
Middle East and Asia: Southern Asia: India,India,2011,Hounslow,E09000018,Total,253957,27288,Middle East and Asia,India,10.75
Middle East and Asia: Southern Asia: India,India,2011,Kingston upon Thames,E09000021,Total,160060,2840,Middle East and Asia,India,1.77
Middle East and Asia: Southern Asia: India,India,2011,Merton,E09000024,Total,199693,4293,Middle East and Asia,India,2.15
Middle East and Asia: Southern Asia: India,India,2011,Redbridge,E09000026,Total,278970,21082,Middle East and Asia,India,7.56
Middle East and Asia: Southern Asia: India,India,2011,Richmond upon Thames,E09000027,Total,186990,2412,Middle East and Asia,India,1.29
Middle East and Asia: Southern Asia: India,India,2011,Sutton,E09000029,Total,190146,3196,Middle East and Asia,India,1.68
Middle East and Asia: Southern Asia: India,India,2011,Waltham Forest,E09000031,Total,258249,4150,Middle East and Asia,India,1.61
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Camden,E09000007,Total,220338,694,Middle East and Asia,Other Southern Asia,0.31
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,City of London,E09000001,Total,7375,10,Middle East and Asia,Other Southern Asia,0.14
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Hackney,E09000012,Total,246270,362,Middle East and Asia,Other Southern Asia,0.15
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Hammersmith and Fulham,E09000013,Total,182493,773,Middle East and Asia,Other Southern Asia,0.42
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Haringey,E09000014,Total,254926,469,Middle East and Asia,Other Southern Asia,0.18
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Islington,E09000019,Total,206125,311,Middle East and Asia,Other Southern Asia,0.15
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Kensington and Chelsea,E09000020,Total,158649,306,Middle East and Asia,Other Southern Asia,0.19
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Lambeth,E09000022,Total,303086,476,Middle East and Asia,Other Southern Asia,0.16
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Lewisham,E09000023,Total,275885,1079,Middle East and Asia,Other Southern Asia,0.39
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Newham,E09000025,Total,307984,2201,Middle East and Asia,Other Southern Asia,0.71
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Southwark,E09000028,Total,288283,559,Middle East and Asia,Other Southern Asia,0.19
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Tower Hamlets,E09000030,Total,254096,269,Middle East and Asia,Other Southern Asia,0.11
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Wandsworth,E09000032,Total,306995,766,Middle East and Asia,Other Southern Asia,0.25
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Westminster,E09000033,Total,219396,641,Middle East and Asia,Other Southern Asia,0.29
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Barking and Dagenham,E09000002,Total,185911,439,Middle East and Asia,Other Southern Asia,0.24
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Barnet,E09000003,Total,356386,4018,Middle East and Asia,Other Southern Asia,1.13
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Bexley,E09000004,Total,231997,296,Middle East and Asia,Other Southern Asia,0.13
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Brent,E09000005,Total,311215,5987,Middle East and Asia,Other Southern Asia,1.92
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Bromley,E09000006,Total,309392,241,Middle East and Asia,Other Southern Asia,0.08
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Croydon,E09000008,Total,363378,1510,Middle East and Asia,Other Southern Asia,0.42
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Ealing,E09000009,Total,338449,8361,Middle East and Asia,Other Southern Asia,2.47
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Enfield,E09000010,Total,312466,679,Middle East and Asia,Other Southern Asia,0.22
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Greenwich,E09000011,Total,254557,5291,Middle East and Asia,Other Southern Asia,2.08
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Harrow,E09000015,Total,239056,4611,Middle East and Asia,Other Southern Asia,1.93
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Havering,E09000016,Total,237232,90,Middle East and Asia,Other Southern Asia,0.04
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Hillingdon,E09000017,Total,273936,4737,Middle East and Asia,Other Southern Asia,1.73
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Hounslow,E09000018,Total,253957,6558,Middle East and Asia,Other Southern Asia,2.58
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Kingston upon Thames,E09000021,Total,160060,794,Middle East and Asia,Other Southern Asia,0.5
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Merton,E09000024,Total,199693,728,Middle East and Asia,Other Southern Asia,0.36
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Redbridge,E09000026,Total,278970,1189,Middle East and Asia,Other Southern Asia,0.43
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Richmond upon Thames,E09000027,Total,186990,976,Middle East and Asia,Other Southern Asia,0.52
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Sutton,E09000029,Total,190146,380,Middle East and Asia,Other Southern Asia,0.2
Middle East and Asia: Southern Asia: Other Southern Asia,Other Southern Asia,2011,Waltham Forest,E09000031,Total,258249,1201,Middle East and Asia,Other Southern Asia,0.47
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Camden,E09000007,Total,220338,716,Middle East and Asia,Pakistan,0.32
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,City of London,E09000001,Total,7375,6,Middle East and Asia,Pakistan,0.08
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Hackney,E09000012,Total,246270,840,Middle East and Asia,Pakistan,0.34
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Hammersmith and Fulham,E09000013,Total,182493,788,Middle East and Asia,Pakistan,0.43
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Haringey,E09000014,Total,254926,926,Middle East and Asia,Pakistan,0.36
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Islington,E09000019,Total,206125,472,Middle East and Asia,Pakistan,0.23
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Kensington and Chelsea,E09000020,Total,158649,530,Middle East and Asia,Pakistan,0.33
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Lambeth,E09000022,Total,303086,1518,Middle East and Asia,Pakistan,0.5
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Lewisham,E09000023,Total,275885,814,Middle East and Asia,Pakistan,0.3
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Newham,E09000025,Total,307984,16462,Middle East and Asia,Pakistan,5.35
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Southwark,E09000028,Total,288283,864,Middle East and Asia,Pakistan,0.3
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Tower Hamlets,E09000030,Total,254096,1141,Middle East and Asia,Pakistan,0.45
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Wandsworth,E09000032,Total,306995,5346,Middle East and Asia,Pakistan,1.74
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Westminster,E09000033,Total,219396,1166,Middle East and Asia,Pakistan,0.53
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Barking and Dagenham,E09000002,Total,185911,4337,Middle East and Asia,Pakistan,2.33
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Barnet,E09000003,Total,356386,2719,Middle East and Asia,Pakistan,0.76
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Bexley,E09000004,Total,231997,367,Middle East and Asia,Pakistan,0.16
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Brent,E09000005,Total,311215,6809,Middle East and Asia,Pakistan,2.19
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Bromley,E09000006,Total,309392,541,Middle East and Asia,Pakistan,0.17
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Croydon,E09000008,Total,363378,5343,Middle East and Asia,Pakistan,1.47
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Ealing,E09000009,Total,338449,7356,Middle East and Asia,Pakistan,2.17
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Enfield,E09000010,Total,312466,1167,Middle East and Asia,Pakistan,0.37
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Greenwich,E09000011,Total,254557,1289,Middle East and Asia,Pakistan,0.51
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Harrow,E09000015,Total,239056,3582,Middle East and Asia,Pakistan,1.5
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Havering,E09000016,Total,237232,653,Middle East and Asia,Pakistan,0.28
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Hillingdon,E09000017,Total,273936,4825,Middle East and Asia,Pakistan,1.76
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Hounslow,E09000018,Total,253957,7051,Middle East and Asia,Pakistan,2.78
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Kingston upon Thames,E09000021,Total,160060,1325,Middle East and Asia,Pakistan,0.83
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Merton,E09000024,Total,199693,4017,Middle East and Asia,Pakistan,2.01
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Redbridge,E09000026,Total,278970,14906,Middle East and Asia,Pakistan,5.34
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Richmond upon Thames,E09000027,Total,186990,586,Middle East and Asia,Pakistan,0.31
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Sutton,E09000029,Total,190146,1287,Middle East and Asia,Pakistan,0.68
Middle East and Asia: Southern Asia: Pakistan,Pakistan,2011,Waltham Forest,E09000031,Total,258249,12708,Middle East and Asia,Pakistan,4.92
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Camden,E09000007,Total,220338,459,Middle East and Asia,Sri Lanka,0.21
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,City of London,E09000001,Total,7375,7,Middle East and Asia,Sri Lanka,0.09
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Hackney,E09000012,Total,246270,171,Middle East and Asia,Sri Lanka,0.07
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Hammersmith and Fulham,E09000013,Total,182493,308,Middle East and Asia,Sri Lanka,0.17
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Haringey,E09000014,Total,254926,587,Middle East and Asia,Sri Lanka,0.23
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Islington,E09000019,Total,206125,282,Middle East and Asia,Sri Lanka,0.14
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Kensington and Chelsea,E09000020,Total,158649,335,Middle East and Asia,Sri Lanka,0.21
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Lambeth,E09000022,Total,303086,512,Middle East and Asia,Sri Lanka,0.17
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Lewisham,E09000023,Total,275885,3548,Middle East and Asia,Sri Lanka,1.29
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Newham,E09000025,Total,307984,5052,Middle East and Asia,Sri Lanka,1.64
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Southwark,E09000028,Total,288283,428,Middle East and Asia,Sri Lanka,0.15
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Tower Hamlets,E09000030,Total,254096,264,Middle East and Asia,Sri Lanka,0.1
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Wandsworth,E09000032,Total,306995,1477,Middle East and Asia,Sri Lanka,0.48
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Westminster,E09000033,Total,219396,493,Middle East and Asia,Sri Lanka,0.22
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Barking and Dagenham,E09000002,Total,185911,980,Middle East and Asia,Sri Lanka,0.53
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Barnet,E09000003,Total,356386,2810,Middle East and Asia,Sri Lanka,0.79
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Bexley,E09000004,Total,231997,998,Middle East and Asia,Sri Lanka,0.43
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Brent,E09000005,Total,311215,7702,Middle East and Asia,Sri Lanka,2.47
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Bromley,E09000006,Total,309392,1200,Middle East and Asia,Sri Lanka,0.39
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Croydon,E09000008,Total,363378,5270,Middle East and Asia,Sri Lanka,1.45
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Ealing,E09000009,Total,338449,6687,Middle East and Asia,Sri Lanka,1.98
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Enfield,E09000010,Total,312466,2383,Middle East and Asia,Sri Lanka,0.76
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Greenwich,E09000011,Total,254557,1382,Middle East and Asia,Sri Lanka,0.54
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Harrow,E09000015,Total,239056,10392,Middle East and Asia,Sri Lanka,4.35
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Havering,E09000016,Total,237232,413,Middle East and Asia,Sri Lanka,0.17
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Hillingdon,E09000017,Total,273936,4290,Middle East and Asia,Sri Lanka,1.57
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Hounslow,E09000018,Total,253957,2660,Middle East and Asia,Sri Lanka,1.05
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Kingston upon Thames,E09000021,Total,160060,3510,Middle East and Asia,Sri Lanka,2.19
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Merton,E09000024,Total,199693,6327,Middle East and Asia,Sri Lanka,3.17
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Redbridge,E09000026,Total,278970,7248,Middle East and Asia,Sri Lanka,2.6
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Richmond upon Thames,E09000027,Total,186990,509,Middle East and Asia,Sri Lanka,0.27
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Sutton,E09000029,Total,190146,3386,Middle East and Asia,Sri Lanka,1.78
Middle East and Asia: Southern Asia: Sri Lanka,Sri Lanka,2011,Waltham Forest,E09000031,Total,258249,2472,Middle East and Asia,Sri Lanka,0.96
Other,Other,2011,Camden,E09000007,Total,220338,4,Other,Other,0
